track_name,artists,track_genre,popularity,danceability,energy,valence,tempo,popularity_tier,energy_category
Way Beyond,Morcheeba,trip-hop,23,0.553,0.669,0.277,80.995,Low,High Energy
Perpetual Dawn,The Orb,trip-hop,23,0.798,0.786,0.38,102.741,Low,High Energy
Something Special,De-Phazz,trip-hop,23,0.747,0.876,0.935,123.47,Low,High Energy
Wanin' Moon,Nicola Conte,trip-hop,24,0.384,0.588,0.509,180.162,Low,Medium Energy
Until Heaven Stops the Rain - Phonovisions Symphonic Version,Wax Tailor,trip-hop,23,0.63,0.765,0.705,93.021,Low,High Energy
Tears In The Club (feat. The Weeknd),FKA twigs;The Weeknd,trip-hop,39,0.625,0.702,0.694,168.015,Medium,High Energy
Voodoo In My Blood,Massive Attack;Young Fathers,trip-hop,43,0.623,0.888,0.0622,109.98,Medium,High Energy
It Could Be Sweet,Portishead,trip-hop,53,0.668,0.52,0.556,153.963,Medium,Medium Energy
thank you song,FKA twigs,trip-hop,46,0.417,0.332,0.316,132.987,Medium,Medium Energy
The Ladder,Röyksopp,trip-hop,41,0.628,0.484,0.297,104.993,Medium,Medium Energy
Eden - Live at Koningin Elisabethzaal 2012,Hooverphonic,trip-hop,41,0.492,0.48,0.0834,79.997,Medium,Medium Energy
Ocean of Love,Lemongrass,trip-hop,52,0.635,0.273,0.213,84.039,Medium,Low Energy
Girl I Love You,Massive Attack,trip-hop,49,0.549,0.84,0.546,100.026,Medium,High Energy
A Gentle Dissolve,Thievery Corporation,trip-hop,51,0.556,0.454,0.327,79.002,Medium,Medium Energy
Black Jesus,9 Lazy 9,trip-hop,53,0.839,0.595,0.523,94.759,Medium,Medium Energy
Blue Lines - 2012 Mix/Master,Massive Attack,trip-hop,51,0.855,0.496,0.947,95.494,Medium,Medium Energy
From the Sky,Ancient Astronauts,trip-hop,49,0.651,0.67,0.804,84.96,Medium,High Energy
"Oh, Lover",Röyksopp;Susanne Sundfør,trip-hop,47,0.624,0.741,0.214,94.99,Medium,High Energy
Be Thankful For What You've Got - 2012 Mix/Master,Massive Attack,trip-hop,54,0.821,0.528,0.345,92.128,Medium,Medium Energy
First Fires,Bonobo;Grey Reverend,trip-hop,45,0.606,0.408,0.211,110.01,Medium,Medium Energy
"""Was He Slow?"" - Music From The Motion Picture Baby Driver",Kid Koala,trip-hop,37,0.754,0.719,0.674,175.99,Medium,High Energy
Westbound Train,Quantic;Flowering Inferno,trip-hop,50,0.758,0.621,0.5,164.447,Medium,Medium Energy
Angelica,Lamb,trip-hop,49,0.327,0.659,0.0384,116.385,Medium,Medium Energy
Tarantula,Faithless,trip-hop,21,0.622,0.816,0.427,136.007,Low,High Energy
So Easy,Röyksopp,trip-hop,54,0.715,0.807,0.458,104.016,Medium,High Energy
Dirge,Death In Vegas,trip-hop,47,0.486,0.689,0.573,100.003,Medium,High Energy
Aqualung,Morcheeba,trip-hop,51,0.722,0.651,0.866,92.602,Medium,Medium Energy
Summer Days,Radio Citizen;Bajka,trip-hop,53,0.836,0.401,0.477,140.008,Medium,Medium Energy
Little Fluffy Clouds,The Orb,trip-hop,52,0.661,0.542,0.541,104.99,Medium,Medium Energy
Surrenderism,Jon Kennedy,trip-hop,51,0.741,0.443,0.556,88.014,Medium,Medium Energy
Donny X,Faithless,trip-hop,22,0.496,0.819,0.0461,118.679,Low,High Energy
Décollage,Thievery Corporation;Lou Lou Gehlickhani,trip-hop,49,0.657,0.702,0.419,118.886,Medium,High Energy
Season Song,Blue States,trip-hop,49,0.566,0.885,0.852,96.013,Medium,High Energy
Wonder Why - Get up Remix,Llorca;Sapele,trip-hop,23,0.727,0.812,0.964,174.015,Low,High Energy
Bring My Family Back,Faithless,trip-hop,22,0.668,0.62,0.395,80.016,Low,Medium Energy
Counterpart,Bonobo,trip-hop,48,0.676,0.606,0.0911,121.013,Medium,Medium Energy
Swords In The Dirt,Roots Manuva;Skeme;Niara Scarlett;Big P;Rodney P;Blackitude;Fallacy,trip-hop,22,0.788,0.867,0.795,94.038,Low,High Energy
Teardrop - Remastered 2019,Massive Attack,trip-hop,41,0.62,0.404,0.225,76.99,Medium,Medium Energy
Jungle Drum,Emilíana Torrini,trip-hop,57,0.637,0.89,0.858,118.315,Medium,High Energy
A Peak in Time,Cut Chemist,trip-hop,22,0.797,0.943,0.731,91.224,Low,High Energy
The World Is Mine,Hooverphonic,trip-hop,21,0.654,0.886,0.845,90.269,Low,High Energy
Magdalena,Quantic;Alice Russell;Quantic and His Combo Barbaro,trip-hop,23,0.525,0.64,0.765,122.756,Low,Medium Energy
Heaven's Gonna Burn Your Eyes,Thievery Corporation,trip-hop,51,0.516,0.337,0.323,152.411,Medium,Medium Energy
Sandalia Dela,Nicola Conte;Heid Vogel,trip-hop,22,0.631,0.689,0.815,107.461,Low,High Energy
Magenta,Hooverphonic,trip-hop,21,0.493,0.685,0.0916,120.061,Low,High Energy
Pray For Rain,Massive Attack,trip-hop,22,0.657,0.397,0.194,92.041,Low,Medium Energy
Sofa Rockers - Richard Dorfmeister Remix,Sofa Surfers,trip-hop,51,0.716,0.33,0.39,95.907,Medium,Medium Energy
Slip Into Something More Comfortable - Stephen Hague 2016 Mix,Kinobe;Stephen Hague,trip-hop,54,0.513,0.661,0.355,174.619,Medium,High Energy
The Oscillator,Thievery Corporation,trip-hop,22,0.727,0.634,0.333,92.001,Low,Medium Energy
MFN,Cibo Matto,trip-hop,22,0.565,0.701,0.421,150.9,Low,High Energy
Who's Got The Bacon?,Howie B.,trip-hop,22,0.827,0.541,0.86,95.07,Low,Medium Energy
Tema In Hi-Fi - Performed By Nicola Conte Gianluca Petrella,Nicola Conte,trip-hop,22,0.576,0.867,0.808,171.992,Low,High Energy
Spandex Man,Mr. Scruff,trip-hop,23,0.707,0.522,0.727,208.065,Low,Medium Energy
Measure Of A Man (Cinematic),FKA twigs,trip-hop,39,0.563,0.802,0.383,75,Medium,High Energy
Tumbleweed,9 Lazy 9,trip-hop,51,0.694,0.275,0.636,99.298,Medium,Low Energy
Left Behind,Zero 7;José González,trip-hop,47,0.552,0.346,0.342,119.168,Medium,Medium Energy
God Is a DJ - Radio Mix,Faithless,trip-hop,11,0.686,0.929,0.476,129.948,Low,High Energy
Breathe In,Nightmares On Wax;OSHUN,trip-hop,43,0.481,0.727,0.546,77.028,Medium,High Energy
Systematic (feat. Nas) (feat. Nas),DJ Shadow;Nas,trip-hop,21,0.454,0.909,0.737,183.84,Low,High Energy
Modular Mix,Air,trip-hop,47,0.595,0.557,0.396,179.798,Medium,Medium Energy
Speed King,Röyksopp,trip-hop,47,0.547,0.836,0.277,109.996,Medium,High Energy
Vaporous,Elsiane,trip-hop,45,0.431,0.447,0.266,129.759,Medium,Medium Energy
2 Wicky - Live at Koningin Elisabethzaal 2012,Hooverphonic,trip-hop,38,0.334,0.498,0.2,134.16,Medium,Medium Energy
If You Stayed Over,Bonobo;Fink,trip-hop,46,0.263,0.321,0.147,85.001,Medium,Low Energy
All Mine,Portishead,trip-hop,54,0.601,0.656,0.342,60.161,Medium,Medium Energy
Ocelot,Emancipator,trip-hop,47,0.588,0.478,0.314,93.01,Medium,Medium Energy
Flowerstand Man,Faithless;Rollo Armstrong;Sister Bliss,trip-hop,21,0.609,0.408,0.0821,98.131,Low,Medium Energy
$160 Million Chinese Man,David Holmes,trip-hop,38,0.449,0.888,0.741,114.15,Medium,High Energy
Psyche,Massive Attack,trip-hop,21,0.699,0.365,0.398,115.003,Low,Medium Energy
On the Dub-ble,DJ Krush,trip-hop,51,0.665,0.788,0.658,189.88,Medium,High Energy
All Right,Llorca;Georg Levin,trip-hop,21,0.793,0.493,0.427,80.988,Low,Medium Energy
Revolution 5,Roots Manuva;Charli 2na;Wayne Paul,trip-hop,21,0.753,0.553,0.56,84.786,Low,Medium Energy
Friends,Bent,trip-hop,21,0.744,0.524,0.776,120.014,Low,Medium Energy
Morning Star - Parliavox Remix,Flunk;Parliavox,trip-hop,21,0.485,0.517,0.376,156.043,Low,Medium Energy
Turquoise Hexagon Sun,Boards of Canada,trip-hop,48,0.567,0.754,0.0446,188.017,Medium,High Energy
I Have Seen,Zero 7;Mozez,trip-hop,51,0.488,0.68,0.761,158.065,Medium,High Energy
It Ain't Nuttin',The Herbaliser;MF DOOM,trip-hop,53,0.741,0.792,0.797,98.52,Medium,High Energy
Release The Pressure - Release Four,Leftfield,trip-hop,22,0.689,0.608,0.625,144.007,Low,Medium Energy
Un Simple Histoire,Thievery Corporation,trip-hop,51,0.692,0.602,0.852,91.989,Medium,Medium Energy
Surfing on a Rocket,Air,trip-hop,51,0.505,0.755,0.532,157.993,Medium,High Energy
Déjà Vu,Cibo Matto,trip-hop,21,0.668,0.614,0.5,95.073,Low,Medium Energy
"Out, Damn Light",Sofa Surfers;Mani Obeya,trip-hop,48,0.627,0.717,0.367,164.049,Medium,High Energy
What Else Is There? - Live,Röyksopp,trip-hop,22,0.485,0.812,0.148,115.032,Low,High Energy
Dirty Ol' Man,Faithless;Rollo Armstrong;Sister Bliss,trip-hop,21,0.719,0.804,0.409,170.18,Low,High Energy
Victim Of Love - Original Mix,Solex,trip-hop,20,0.617,0.94,0.057,137.009,Low,High Energy
Le Monde,Thievery Corporation,trip-hop,51,0.649,0.367,0.456,136.043,Medium,Medium Energy
Blindfold,Morcheeba,trip-hop,21,0.572,0.738,0.215,161.949,Low,High Energy
Back Side Of The Moon,The Orb,trip-hop,22,0.292,0.568,0.218,119.817,Low,Medium Energy
(My 1st) Big Break,Cut Chemist,trip-hop,21,0.826,0.816,0.566,94.487,Low,High Energy
Opium Shuffle,Death In Vegas,trip-hop,22,0.654,0.738,0.454,192.969,Low,High Energy
Fuck U - Live Zénith Paris,Archive,trip-hop,21,0.356,0.752,0.263,199.866,Low,High Energy
Encounter in Bahia,Thievery Corporation,trip-hop,21,0.769,0.908,0.585,100.002,Low,High Energy
Chromakey Dreamcoat,Boards of Canada,trip-hop,48,0.643,0.825,0.766,96.728,Medium,High Energy
A Number of Microphones,Propellerheads,trip-hop,21,0.787,0.834,0.787,105.71,Low,High Energy
The Vagabond,Air,trip-hop,49,0.608,0.514,0.313,139.647,Medium,Medium Energy
Talk That Slang,Gramatik,trip-hop,22,0.758,0.891,0.684,99.003,Low,High Energy
Cowboy Bossa - Fab Samperi Remix - Extended Version,Mo' Horizons;Fab Samperi,trip-hop,21,0.687,0.903,0.812,99.994,Low,High Energy
Fizzy In My Mouth/Your Mouth - Original Mix,Howie B.,trip-hop,21,0.731,0.386,0.249,133.79,Low,Medium Energy
Love Me 'Til Sunday - Performed By Nicola Conte,Nicola Conte,trip-hop,21,0.685,0.832,0.768,107.994,Low,High Energy
Don't Judge Me,FKA twigs;Headie One;Fred again..,trip-hop,48,0.61,0.625,0.236,96.063,Medium,Medium Energy
God Is a DJ,Faithless,trip-hop,59,0.606,0.897,0.393,130.55,Medium,High Energy
Ritual Spirit,Massive Attack;Azekel,trip-hop,44,0.63,0.668,0.15,98.018,Medium,High Energy
Insomnia 2.0 - Avicii Extended Remix,Faithless;Rollo Armstrong;Sister Bliss;Axwell;Goetz,trip-hop,49,0.721,0.783,0.197,126.008,Medium,High Energy
Exchange,Massive Attack,trip-hop,48,0.705,0.21,0.474,123.961,Medium,Low Energy
6000 Ft.,Bonobo;Totally Enormous Extinct Dinosaurs,trip-hop,42,0.656,0.902,0.434,121.015,Medium,High Energy
Lover Chanting - Edit,Little Dragon,trip-hop,54,0.865,0.762,0.896,118.005,Medium,High Energy
Remind Me,Röyksopp,trip-hop,53,0.865,0.384,0.852,122.48,Medium,Medium Energy
Fighting For?,Roots Manuva,trip-hop,45,0.467,0.623,0.159,170.674,Medium,Medium Energy
Chemistry and Math,Flunk,trip-hop,45,0.719,0.392,0.266,113.009,Medium,Medium Energy
minds of men,FKA twigs,trip-hop,45,0.627,0.519,0.183,130.789,Medium,Medium Energy
Sapphire,Bonobo,trip-hop,45,0.641,0.631,0.0549,135.024,Medium,Medium Energy
Ibrik - Mixed,Bonobo,trip-hop,40,0.74,0.512,0.0824,123.026,Medium,Medium Energy
Only You,Portishead,trip-hop,50,0.581,0.316,0.108,120.349,Medium,Low Energy
All In Forms,Bonobo,trip-hop,43,0.701,0.557,0.586,109.995,Medium,Medium Energy
Mine,Everything But The Girl,trip-hop,22,0.607,0.634,0.302,128.342,Low,Medium Energy
Suzuki,Tosca,trip-hop,47,0.733,0.561,0.567,94.999,Medium,Medium Energy
The Hard Stuff,The Herbaliser,trip-hop,49,0.789,0.498,0.8,81.988,Medium,Medium Energy
Amerimacka,Thievery Corporation;Notch,trip-hop,49,0.699,0.678,0.362,76.835,Medium,High Energy
Pastoral,Faithless,trip-hop,20,0.54,0.432,0.309,108.358,Low,Medium Energy
Awfully Deep,Roots Manuva,trip-hop,20,0.659,0.74,0.625,94.979,Low,High Energy
Any How,Llorca,trip-hop,21,0.788,0.578,0.282,124.019,Low,Medium Energy
Colossal Insight,Roots Manuva,trip-hop,21,0.684,0.61,0.712,91.056,Low,Medium Energy
I Feel the Weight,Jon Kennedy,trip-hop,21,0.791,0.488,0.46,87.495,Low,Medium Energy
Moon,Little People,trip-hop,47,0.714,0.528,0.721,151.499,Medium,Medium Energy
Amalfi,Hooverphonic,trip-hop,20,0.488,0.732,0.378,138.023,Low,High Energy
Gravitas,Little People,trip-hop,48,0.787,0.659,0.579,94.481,Medium,Medium Energy
Broken Together,Sofa Surfers;Mani Obeya,trip-hop,46,0.669,0.531,0.528,175.991,Medium,Medium Energy
Mar Azul,Nicola Conte;Rosalia De Souza,trip-hop,21,0.657,0.254,0.721,130.123,Low,Low Energy
The Spice of Life - 2012 Remaster,Everything But The Girl,trip-hop,22,0.471,0.322,0.451,204.039,Low,Low Energy
Déjà vu,Wax Tailor;Adi Oasis,trip-hop,21,0.688,0.601,0.653,136.022,Low,Medium Energy
Caruru,Quantic;Iara Rennó,trip-hop,22,0.755,0.588,0.513,121.064,Low,Medium Energy
Get What I Want,Bitter:Sweet,trip-hop,21,0.779,0.618,0.854,120.961,Low,Medium Energy
Angeline,Faithless;Rollo Armstrong;Sister Bliss,trip-hop,21,0.711,0.312,0.49,126.092,Low,Low Energy
Baseball Cap,Faithless;Rollo Armstrong;Sister Bliss,trip-hop,21,0.719,0.59,0.524,200.269,Low,Medium Energy
Each and Every One - Live,Everything But The Girl,trip-hop,21,0.735,0.293,0.363,135.14,Low,Low Energy
Tricky Two,Röyksopp,trip-hop,22,0.616,0.67,0.674,143.957,Low,High Energy
Victim Of Love - Grube & Hovsepian Remix,Solex,trip-hop,20,0.535,0.879,0.0695,135.946,Low,High Energy
Pizzi Chop,Gramatik,trip-hop,22,0.716,0.814,0.378,190.107,Low,High Energy
B-Boy On Wax - Instrumental,Wax Tailor,trip-hop,21,0.82,0.768,0.636,101.966,Low,High Energy
These Early Days,Everything But The Girl,trip-hop,22,0.656,0.63,0.905,134.665,Low,Medium Energy
Part of the Process,Morcheeba,trip-hop,21,0.616,0.525,0.402,155.954,Low,Medium Energy
World Looking In,Morcheeba,trip-hop,21,0.638,0.835,0.779,172.102,Low,High Energy
The Dining Rooms - Flamenco Sketches - New Rhumba Version,Nicola Conte,trip-hop,21,0.557,0.876,0.425,109.979,Low,High Energy
The Time Is Now,Moloko,trip-hop,10,0.7,0.729,0.735,127.988,Low,High Energy
Aftermath,Tricky,trip-hop,48,0.73,0.436,0.501,80.84,Medium,Medium Energy
Unreal,UNKLE,trip-hop,43,0.624,0.819,0.54,105.133,Medium,High Energy
Original - Remastered,Leftfield,trip-hop,51,0.61,0.853,0.669,171.983,Medium,High Energy
Lonely Road,Doctor Flake;Malika,trip-hop,42,0.629,0.687,0.341,79.014,Medium,High Energy
Suntoucher,Groove Armada,trip-hop,51,0.73,0.427,0.497,82.208,Medium,Medium Energy
Silver,Bonobo,trip-hop,42,0.681,0.574,0.307,111.028,Medium,Medium Energy
Typical,Nightmares On Wax;Jordan Rakei,trip-hop,50,0.499,0.34,0.286,123.014,Medium,Medium Energy
Ketto,Bonobo,trip-hop,41,0.635,0.784,0.31,95.011,Medium,High Energy
Undress Me Now,Morcheeba,trip-hop,50,0.576,0.352,0.36,95.484,Medium,Medium Energy
I Need Someone (feat. Nathan Ball & Caleb Femi) [Yotto Remix] - Edit,Faithless;Caleb Femi;Nathan Ball;Yotto,trip-hop,32,0.598,0.756,0.0652,122.995,Low,High Energy
Somersault,Zero 7;Sia,trip-hop,47,0.28,0.386,0.163,146.82,Medium,Medium Energy
Indigo Boy,Esthero,trip-hop,20,0.671,0.692,0.538,114.545,Low,High Energy
Gumball Machine Weekend,Yppah,trip-hop,50,0.577,0.833,0.65,117.968,Medium,High Energy
Gimme Your Love,Morcheeba,trip-hop,41,0.715,0.701,0.265,85.994,Medium,High Energy
2 bit Blues,Kid Koala,trip-hop,52,0.828,0.604,0.89,137.384,Medium,Medium Energy
Seven,Faithless,trip-hop,20,0.548,0.614,0.365,136.005,Low,Medium Energy
Dusk to Dawn,Emancipator,trip-hop,42,0.558,0.596,0.301,171.238,Medium,Medium Energy
In A Beautiful Place Out In The Country,Boards of Canada,trip-hop,48,0.636,0.253,0.0427,98.541,Medium,Low Energy
Un été à Paris,DJ Cam,trip-hop,21,0.738,0.502,0.804,110.338,Low,Medium Energy
Man Next Door,Massive Attack,trip-hop,48,0.727,0.666,0.564,129.995,Medium,High Energy
Shaolin Satellite,Thievery Corporation,trip-hop,49,0.77,0.573,0.533,102.017,Medium,Medium Energy
Dungeon Sound,Gramatik,trip-hop,49,0.776,0.675,0.413,203.958,Medium,High Energy
Between The Lines,Bonobo;Bajka,trip-hop,42,0.745,0.509,0.486,99.493,Medium,Medium Energy
Talisman,Air,trip-hop,48,0.564,0.547,0.297,132.935,Medium,Medium Energy
Yes Baby Yes,Mo' Horizons,trip-hop,53,0.684,0.673,0.81,172.089,Medium,High Energy
First Base Bossa,Tim Love Lee,trip-hop,19,0.754,0.637,0.237,103.137,Low,Medium Energy
E Ye Ye - Edit,Quantic;Nidia Gongora,trip-hop,21,0.707,0.691,0.668,102.973,Low,High Energy
The Staunton Lick,Lemon Jelly,trip-hop,52,0.64,0.867,0.414,174.711,Medium,High Energy
You're Always the Sun,Supreme Beings of Leisure,trip-hop,20,0.779,0.693,0.639,118.044,Low,High Energy
Salty Air,Bitter:Sweet,trip-hop,20,0.86,0.57,0.961,121.177,Low,Medium Energy
Slip Into Something More Comfortable - Stephan Hague Mix,Kinobe;Stephan Hague,trip-hop,49,0.505,0.625,0.375,174.552,Medium,Medium Energy
Get a Grip,Gramatik;Gibbz,trip-hop,21,0.607,0.718,0.928,99.978,Low,High Energy
Rollercoaster - Home Demo,Everything But The Girl,trip-hop,20,0.725,0.12,0.457,115.605,Low,Low Energy
Polyesterday,GusGus,trip-hop,21,0.801,0.556,0.695,102.036,Low,Medium Energy
One,Thievery Corporation,trip-hop,20,0.683,0.5,0.213,95.999,Low,Medium Energy
$165 Million + Interest (Intro) The Round Up,David Holmes,trip-hop,35,0.286,0.729,0.536,171.93,Medium,High Energy
We Come 1 - Live At Alexandra Palace,Faithless,trip-hop,20,0.545,0.948,0.174,136.01,Low,High Energy
The Language of Life - 2013 Remaster,Everything But The Girl,trip-hop,21,0.57,0.333,0.413,128.899,Low,Medium Energy
Sweep - Live At Alexandra Palace,Faithless,trip-hop,20,0.369,0.888,0.185,120.003,Low,High Energy
Ginger Jumps The Fence,The Herbaliser,trip-hop,21,0.65,0.83,0.674,113.438,Low,High Energy
You're Not Alone - Radio Edit,Olive;Black Olive,trip-hop,20,0.547,0.714,0.62,135.283,Low,High Energy
Barber's Adagio for Strings - Ferry Corsten Remix,William Orbit,trip-hop,21,0.481,0.941,0.26,135.01,Low,High Energy
Sweet Like a Lolly (feat. Governor Tiggy),DJ Vadim;Governor Tiggy,trip-hop,21,0.734,0.833,0.941,94.072,Low,High Energy
Gabriel,Lamb,trip-hop,51,0.425,0.534,0.187,83.718,Medium,Medium Energy
Satoshi Nakamoto,Gramatik;Adrian Lau;ProbCause,trip-hop,46,0.43,0.906,0.754,179.619,Medium,High Energy
Don't Leave 2.0 (Until The Ribbon Breaks Remix),Faithless,trip-hop,20,0.633,0.52,0.458,73.493,Low,Medium Energy
Let's Get It Right,Röyksopp;Astrid S,trip-hop,36,0.685,0.627,0.635,97,Medium,Medium Energy
The Night,Röyksopp;Alison Goldfrapp,trip-hop,44,0.663,0.761,0.117,124.008,Medium,High Energy
Me&Youphoria,Röyksopp,trip-hop,48,0.457,0.849,0.412,105.006,Medium,High Energy
Wrong,Everything But The Girl,trip-hop,52,0.797,0.539,0.551,123.232,Medium,Medium Energy
Ramblin' Man,Lemon Jelly,trip-hop,51,0.599,0.789,0.602,134.02,Medium,High Energy
Mezzanine,Massive Attack,trip-hop,45,0.648,0.586,0.394,98.015,Medium,Medium Energy
Thank Heaven 4 You,Esthero,trip-hop,19,0.678,0.559,0.213,90.014,Low,Medium Energy
Walk In The Sky,Bonobo;Bajka,trip-hop,42,0.752,0.504,0.485,100.013,Medium,Medium Energy
Aquarius,Boards of Canada,trip-hop,49,0.708,0.507,0.74,168.781,Medium,Medium Energy
Passing By,Zero 7;Sophie Barker,trip-hop,46,0.586,0.426,0.21,80.941,Medium,Medium Energy
What Does Your Soul Look Like - Pt. 2,DJ Shadow,trip-hop,42,0.638,0.369,0.0902,141.923,Medium,Medium Energy
Anthem,Emancipator,trip-hop,45,0.467,0.517,0.314,170.032,Medium,Medium Energy
Circle,DJ Krush;JUMADIBA,trip-hop,20,0.681,0.901,0.814,150.093,Low,High Energy
Like A Drum - Japanese Bonus track,Roots Manuva,trip-hop,20,0.467,0.76,0.285,180.297,Low,High Energy
Blind My Mind,Flunk,trip-hop,47,0.585,0.669,0.209,100.041,Medium,High Energy
Bass and Time,Ancient Astronauts,trip-hop,43,0.617,0.803,0.289,87.004,Medium,High Energy
1969,Boards of Canada,trip-hop,46,0.667,0.73,0.207,147.324,Medium,High Energy
Lust for a Vampyr - Single Edit,I Monster,trip-hop,19,0.607,0.514,0.366,95.729,Low,Medium Energy
Home,Zero 7;Tina Dico,trip-hop,47,0.497,0.459,0.123,116.927,Medium,Medium Energy
Wonder (Nyumo Remix),Nightmares On Wax;Haile Supreme;Shabaka;Nyumo,trip-hop,20,0.698,0.365,0.082,113.986,Low,Medium Energy
Walkie Talkie,DJ Shadow,trip-hop,20,0.753,0.866,0.598,171.901,Low,High Energy
Till The Clouds Clear,Lamb,trip-hop,19,0.601,0.423,0.168,106.235,Low,Medium Energy
Röyksopp Forever,Röyksopp,trip-hop,44,0.454,0.782,0.743,78.987,Medium,High Energy
Night I,Radio Citizen,trip-hop,20,0.643,0.713,0.714,113.973,Low,High Energy
Long,Brazilian Girls,trip-hop,20,0.711,0.714,0.71,109.985,Low,High Energy
Soul Decay,Roots Manuva,trip-hop,20,0.682,0.639,0.654,93.453,Low,Medium Energy
Cant Get Over You,Alpha,trip-hop,19,0.775,0.43,0.868,135.426,Low,Medium Energy
Remind Me - Live,Röyksopp,trip-hop,20,0.606,0.91,0.739,124.035,Low,High Energy
One Place - Acoustic,Everything But The Girl,trip-hop,21,0.582,0.278,0.37,96.335,Low,Low Energy
Hour of Need,Faithless,trip-hop,20,0.823,0.571,0.531,104.075,Low,Medium Energy
Dodo - ITO Remix,Emancipator;ITO,trip-hop,20,0.686,0.633,0.0733,112.016,Low,Medium Energy
She's My Baby,Faithless,trip-hop,19,0.705,0.755,0.522,96.088,Low,High Energy
Same Sun - Original Mix,Boozoo Bajou;Rumer,trip-hop,20,0.661,0.25,0.384,97.029,Low,Low Energy
funny?,The Herbaliser,trip-hop,20,0.928,0.6,0.344,105.016,Low,Medium Energy
Jump Over,De-Phazz,trip-hop,20,0.665,0.867,0.815,90.994,Low,High Energy
Karma Flower,Nicola Conte;Chiara Civello,trip-hop,20,0.369,0.696,0.654,91.255,Low,High Energy
Come Touch The Sun,Mo' Horizons,trip-hop,20,0.809,0.719,0.859,167.084,Low,High Energy
People Hold On (feat. Lisa Stansfield) - Single Version,Coldcut;Lisa Stansfield,trip-hop,20,0.64,0.861,0.796,122.598,Low,High Energy
Ritual Union,Little Dragon,trip-hop,59,0.7,0.738,0.796,144.035,Medium,High Energy
Rodney Yates,David Holmes,trip-hop,50,0.577,0.672,0.973,149.991,Medium,High Energy
"Insomnia - Live from Brixton - April 8, 2011",Faithless,trip-hop,20,0.699,0.672,0.0396,128.005,Low,High Energy
Stone The Crows,Roots Manuva,trip-hop,20,0.709,0.761,0.697,93.101,Low,High Energy
Koala's Lament - Instrumental,Lovage;Nathaniel Merriweather,trip-hop,19,0.604,0.773,0.703,94.927,Low,High Energy
Hymn Of The Big Wheel,Massive Attack,trip-hop,20,0.404,0.36,0.0918,86.223,Low,Medium Energy
Don't Stop,Brazilian Girls,trip-hop,20,0.752,0.896,0.851,118.996,Low,High Energy
Aphrodite's Dream,Nicola Conte,trip-hop,20,0.52,0.56,0.596,140.118,Low,Medium Energy
